filename,label
cv-other-dev__sample-000892.mp3,75.0
cv-other-dev__sample-000893.mp3,25.0
cv-other-dev__sample-000894.mp3,55.0
cv-other-dev__sample-000900.mp3,35.0
cv-other-dev__sample-000901.mp3,55.0
cv-other-dev__sample-000905.mp3,75.0
cv-other-dev__sample-000910.mp3,25.0
cv-other-dev__sample-000911.mp3,55.0
cv-other-dev__sample-000923.mp3,15.0
cv-other-dev__sample-000924.mp3,55.0
cv-other-dev__sample-000927.mp3,55.0
cv-other-dev__sample-000928.mp3,35.0
cv-other-dev__sample-000930.mp3,25.0
cv-other-dev__sample-000932.mp3,25.0
cv-other-dev__sample-000935.mp3,35.0
cv-other-dev__sample-000936.mp3,25.0
cv-other-dev__sample-000939.mp3,25.0
cv-other-dev__sample-000940.mp3,35.0
cv-other-dev__sample-000946.mp3,35.0
cv-other-dev__sample-000947.mp3,25.0
cv-other-dev__sample-000949.mp3,25.0
cv-other-dev__sample-000950.mp3,25.0
cv-other-dev__sample-000953.mp3,35.0
cv-other-dev__sample-000956.mp3,65.0
cv-other-dev__sample-000963.mp3,25.0
cv-other-dev__sample-000964.mp3,35.0
cv-other-dev__sample-000968.mp3,35.0
cv-other-dev__sample-000969.mp3,25.0
cv-other-dev__sample-000974.mp3,25.0
cv-other-dev__sample-000975.mp3,35.0
cv-other-dev__sample-000977.mp3,55.0
cv-other-dev__sample-000979.mp3,25.0
cv-other-dev__sample-000983.mp3,35.0
cv-other-dev__sample-000988.mp3,55.0
cv-other-dev__sample-000989.mp3,15.0
cv-other-dev__sample-000995.mp3,25.0
cv-other-dev__sample-000998.mp3,35.0
cv-other-dev__sample-000999.mp3,25.0
cv-other-dev__sample-001007.mp3,25.0
cv-other-dev__sample-001014.mp3,35.0
cv-other-dev__sample-001016.mp3,55.0
cv-other-dev__sample-001017.mp3,25.0
cv-other-dev__sample-001024.mp3,55.0
cv-other-dev__sample-001027.mp3,35.0
cv-other-dev__sample-001029.mp3,25.0
cv-other-dev__sample-001032.mp3,25.0
cv-other-dev__sample-001036.mp3,25.0
cv-other-dev__sample-001037.mp3,35.0
cv-other-dev__sample-001038.mp3,35.0
cv-other-dev__sample-001040.mp3,65.0
cv-other-dev__sample-001041.mp3,25.0
cv-other-dev__sample-001045.mp3,35.0
cv-other-dev__sample-001048.mp3,35.0
cv-other-dev__sample-001049.mp3,55.0
cv-other-dev__sample-001050.mp3,25.0
cv-other-dev__sample-001052.mp3,35.0
cv-other-dev__sample-001053.mp3,25.0
cv-other-dev__sample-001054.mp3,15.0
cv-other-dev__sample-001057.mp3,35.0
cv-other-dev__sample-001059.mp3,25.0
cv-other-dev__sample-001061.mp3,25.0
cv-other-dev__sample-001067.mp3,25.0
cv-other-dev__sample-001075.mp3,25.0
cv-other-dev__sample-001080.mp3,65.0
cv-other-dev__sample-001081.mp3,25.0
cv-other-dev__sample-001082.mp3,25.0
cv-other-dev__sample-001085.mp3,15.0
cv-other-dev__sample-001086.mp3,35.0
cv-other-dev__sample-001087.mp3,25.0
cv-other-dev__sample-001093.mp3,25.0
cv-other-dev__sample-001094.mp3,55.0
cv-other-dev__sample-001095.mp3,55.0
cv-other-dev__sample-001109.mp3,25.0
cv-other-dev__sample-001112.mp3,55.0
cv-other-dev__sample-001116.mp3,25.0
cv-other-dev__sample-001118.mp3,25.0
cv-other-dev__sample-001123.mp3,25.0
cv-other-dev__sample-001124.mp3,25.0
cv-other-dev__sample-001125.mp3,15.0
cv-other-dev__sample-001133.mp3,25.0
cv-other-dev__sample-001135.mp3,35.0
cv-other-dev__sample-001136.mp3,25.0
cv-other-dev__sample-001137.mp3,75.0
cv-other-dev__sample-001141.mp3,25.0
cv-other-dev__sample-001142.mp3,25.0
cv-other-dev__sample-001144.mp3,35.0
cv-other-dev__sample-001146.mp3,25.0
cv-other-dev__sample-001147.mp3,75.0
cv-other-dev__sample-001148.mp3,25.0
cv-other-dev__sample-001150.mp3,25.0
cv-other-dev__sample-001151.mp3,25.0
cv-other-dev__sample-001152.mp3,65.0
cv-other-dev__sample-001154.mp3,55.0
cv-other-dev__sample-001155.mp3,35.0
cv-other-dev__sample-001156.mp3,55.0
cv-other-dev__sample-001158.mp3,35.0
cv-other-dev__sample-001159.mp3,35.0
cv-other-dev__sample-001160.mp3,25.0
cv-other-dev__sample-001166.mp3,25.0
cv-other-dev__sample-001168.mp3,55.0
cv-other-dev__sample-001169.mp3,55.0
cv-other-dev__sample-001174.mp3,25.0
cv-other-dev__sample-001175.mp3,25.0
cv-other-dev__sample-001178.mp3,35.0
cv-other-dev__sample-001181.mp3,35.0
cv-other-dev__sample-001184.mp3,15.0
cv-other-dev__sample-001185.mp3,25.0
cv-other-dev__sample-001192.mp3,35.0
cv-other-dev__sample-001194.mp3,25.0
cv-other-dev__sample-001196.mp3,35.0
cv-other-dev__sample-001201.mp3,35.0
cv-other-dev__sample-001202.mp3,25.0
cv-other-dev__sample-001205.mp3,25.0
cv-other-dev__sample-001208.mp3,25.0
cv-other-dev__sample-001210.mp3,75.0
cv-other-dev__sample-001211.mp3,25.0
cv-other-dev__sample-001212.mp3,25.0
cv-other-dev__sample-001216.mp3,25.0
cv-other-dev__sample-001217.mp3,35.0
cv-other-dev__sample-001220.mp3,55.0
cv-other-dev__sample-001223.mp3,55.0
cv-other-dev__sample-001225.mp3,85.0
cv-other-dev__sample-001228.mp3,55.0
cv-other-dev__sample-001231.mp3,35.0
cv-other-dev__sample-001233.mp3,55.0
cv-other-dev__sample-001234.mp3,35.0
cv-other-dev__sample-001235.mp3,35.0
cv-other-dev__sample-001239.mp3,25.0
cv-other-dev__sample-001243.mp3,35.0
cv-other-dev__sample-001249.mp3,25.0
cv-other-dev__sample-001254.mp3,25.0
cv-other-dev__sample-001255.mp3,35.0
cv-other-dev__sample-001256.mp3,35.0
cv-other-dev__sample-001260.mp3,25.0
cv-other-dev__sample-001261.mp3,65.0
cv-other-dev__sample-001262.mp3,35.0
cv-other-dev__sample-001263.mp3,55.0
cv-other-dev__sample-001265.mp3,35.0
cv-other-dev__sample-001269.mp3,35.0
cv-other-dev__sample-001271.mp3,25.0
cv-other-dev__sample-001273.mp3,25.0
cv-other-dev__sample-001275.mp3,25.0
cv-other-dev__sample-001276.mp3,15.0
cv-other-dev__sample-001279.mp3,25.0
cv-other-dev__sample-001283.mp3,85.0
cv-other-dev__sample-001284.mp3,85.0
cv-other-dev__sample-001285.mp3,35.0
cv-other-dev__sample-001286.mp3,25.0
cv-other-dev__sample-001287.mp3,25.0
cv-other-dev__sample-001291.mp3,35.0
cv-other-dev__sample-001293.mp3,35.0
cv-other-dev__sample-001294.mp3,35.0
cv-other-dev__sample-001295.mp3,55.0
cv-other-dev__sample-001296.mp3,25.0
cv-other-dev__sample-001300.mp3,35.0
cv-other-dev__sample-001306.mp3,25.0
cv-other-dev__sample-001308.mp3,35.0
cv-other-dev__sample-001310.mp3,25.0
cv-other-dev__sample-001311.mp3,35.0
cv-other-dev__sample-001313.mp3,65.0
cv-other-dev__sample-001314.mp3,25.0
cv-other-dev__sample-001315.mp3,35.0
cv-other-dev__sample-001321.mp3,75.0
cv-other-dev__sample-001323.mp3,35.0
cv-other-dev__sample-001324.mp3,55.0
cv-other-dev__sample-001327.mp3,35.0
cv-other-dev__sample-001328.mp3,25.0
cv-other-dev__sample-001330.mp3,25.0
cv-other-dev__sample-001335.mp3,25.0
cv-other-dev__sample-001336.mp3,55.0
cv-other-dev__sample-001339.mp3,35.0
cv-other-dev__sample-001343.mp3,55.0
cv-other-dev__sample-001347.mp3,25.0
cv-other-dev__sample-001349.mp3,25.0
cv-other-dev__sample-001352.mp3,25.0
cv-other-dev__sample-001353.mp3,35.0
cv-other-dev__sample-001356.mp3,35.0
cv-other-dev__sample-001358.mp3,25.0
cv-other-dev__sample-001366.mp3,55.0
cv-other-dev__sample-001372.mp3,35.0
cv-other-dev__sample-001373.mp3,75.0
cv-other-dev__sample-001374.mp3,35.0
cv-other-dev__sample-001375.mp3,35.0
cv-other-dev__sample-001379.mp3,55.0
cv-other-dev__sample-001385.mp3,25.0
cv-other-dev__sample-001386.mp3,55.0
cv-other-dev__sample-001392.mp3,25.0
cv-other-dev__sample-001395.mp3,25.0
cv-other-dev__sample-001396.mp3,55.0
cv-other-dev__sample-001402.mp3,15.0
cv-other-dev__sample-001404.mp3,25.0
cv-other-dev__sample-001405.mp3,35.0
cv-other-dev__sample-001406.mp3,55.0
cv-other-dev__sample-001407.mp3,35.0
cv-other-dev__sample-001416.mp3,35.0
cv-other-dev__sample-001422.mp3,65.0
cv-other-dev__sample-001424.mp3,35.0
cv-other-dev__sample-001426.mp3,25.0
cv-other-dev__sample-001428.mp3,55.0
cv-other-dev__sample-001430.mp3,55.0
cv-other-dev__sample-001431.mp3,25.0
cv-other-dev__sample-001433.mp3,55.0
cv-other-dev__sample-001438.mp3,55.0
cv-other-dev__sample-001439.mp3,25.0
cv-other-dev__sample-001440.mp3,25.0
cv-other-dev__sample-001444.mp3,25.0
cv-other-dev__sample-001445.mp3,15.0
cv-other-dev__sample-001447.mp3,35.0
cv-other-dev__sample-001448.mp3,25.0
cv-other-dev__sample-001450.mp3,35.0
cv-other-dev__sample-001451.mp3,25.0
cv-other-dev__sample-001454.mp3,35.0
cv-other-dev__sample-001461.mp3,25.0
cv-other-dev__sample-001464.mp3,35.0
cv-other-dev__sample-001466.mp3,25.0
cv-other-dev__sample-001468.mp3,25.0
cv-other-dev__sample-001470.mp3,25.0
cv-other-dev__sample-001474.mp3,35.0
cv-other-dev__sample-001477.mp3,25.0
cv-other-dev__sample-001480.mp3,25.0
cv-other-dev__sample-001497.mp3,55.0
cv-other-dev__sample-001501.mp3,25.0
cv-other-dev__sample-001503.mp3,35.0
cv-other-dev__sample-001509.mp3,55.0
cv-other-dev__sample-001511.mp3,25.0
cv-other-dev__sample-001513.mp3,15.0
cv-other-dev__sample-001515.mp3,25.0
cv-other-dev__sample-001517.mp3,55.0
cv-other-dev__sample-001518.mp3,25.0
cv-other-dev__sample-001519.mp3,55.0
cv-other-dev__sample-001520.mp3,35.0
cv-other-dev__sample-001521.mp3,35.0
cv-other-dev__sample-001524.mp3,55.0
cv-other-dev__sample-001526.mp3,25.0
cv-other-dev__sample-001527.mp3,55.0
cv-other-dev__sample-001529.mp3,25.0
cv-other-dev__sample-001530.mp3,55.0
cv-other-dev__sample-001538.mp3,25.0
cv-other-dev__sample-001545.mp3,25.0
cv-other-dev__sample-001546.mp3,25.0
cv-other-dev__sample-001550.mp3,55.0
cv-other-dev__sample-001552.mp3,25.0
cv-other-dev__sample-001556.mp3,65.0
cv-other-dev__sample-001558.mp3,35.0
cv-other-dev__sample-001564.mp3,55.0
cv-other-dev__sample-001566.mp3,35.0
cv-other-dev__sample-001567.mp3,25.0
cv-other-dev__sample-001569.mp3,35.0
cv-other-dev__sample-001570.mp3,25.0
cv-other-dev__sample-001573.mp3,55.0
cv-other-dev__sample-001577.mp3,25.0
cv-other-dev__sample-001582.mp3,35.0
cv-other-dev__sample-001585.mp3,25.0
cv-other-dev__sample-001590.mp3,25.0
cv-other-dev__sample-001592.mp3,25.0
cv-other-dev__sample-001594.mp3,35.0
cv-other-dev__sample-001596.mp3,55.0
cv-other-dev__sample-001597.mp3,25.0
cv-other-dev__sample-001599.mp3,35.0
cv-other-dev__sample-001604.mp3,25.0
cv-other-dev__sample-001609.mp3,35.0
cv-other-dev__sample-001610.mp3,55.0
cv-other-dev__sample-001612.mp3,35.0
cv-other-dev__sample-001613.mp3,25.0
cv-other-dev__sample-001616.mp3,25.0
cv-other-dev__sample-001619.mp3,55.0
cv-other-dev__sample-001620.mp3,35.0
cv-other-dev__sample-001623.mp3,25.0
cv-other-dev__sample-001626.mp3,15.0
cv-other-dev__sample-001627.mp3,25.0
cv-other-dev__sample-001630.mp3,25.0
cv-other-dev__sample-001632.mp3,65.0
cv-other-dev__sample-001635.mp3,25.0
cv-other-dev__sample-001636.mp3,15.0
cv-other-dev__sample-001637.mp3,25.0
cv-other-dev__sample-001638.mp3,25.0
cv-other-dev__sample-001640.mp3,55.0
cv-other-dev__sample-001642.mp3,55.0
cv-other-dev__sample-001648.mp3,25.0
